연도,일시,측정소,PM2.5
4,01-20 11:00,공주,0.1356601119041443
4,01-20 12:00,공주,0.12954911589622498
4,01-20 13:00,공주,0.1250387579202652
4,01-20 14:00,공주,0.12124137580394745
4,01-20 15:00,공주,0.11958446353673935
4,01-20 16:00,공주,0.11895588040351868
4,01-20 17:00,공주,0.12001225352287292
4,01-20 18:00,공주,0.12211008369922638
4,01-20 19:00,공주,0.12511636316776276
4,01-20 20:00,공주,0.1284964382648468
4,01-20 21:00,공주,0.13194303214550018
4,01-20 22:00,공주,0.13574978709220886
4,01-20 23:00,공주,0.13795027136802673
4,01-23 00:00,공주,0.0811176523566246
4,01-23 01:00,공주,0.08455713838338852
4,01-23 02:00,공주,0.0877184197306633
4,01-23 03:00,공주,0.09019822627305984
4,01-23 04:00,공주,0.09225168079137802
4,01-23 05:00,공주,0.09446518868207932
4,01-23 06:00,공주,0.09646189212799072
4,01-23 07:00,공주,0.09820331633090973
4,01-23 08:00,공주,0.09999307245016098
4,01-23 09:00,공주,0.10119215399026871
4,01-23 10:00,공주,0.10140401124954224
4,01-23 11:00,공주,0.10131237655878067
4,01-23 12:00,공주,0.1007913202047348
4,01-23 13:00,공주,0.10080710798501968
4,01-23 14:00,공주,0.1012497991323471
4,01-23 15:00,공주,0.1026683822274208
4,01-23 16:00,공주,0.10478422045707703
4,01-23 17:00,공주,0.10756265372037888
4,01-23 18:00,공주,0.11111727356910706
4,01-23 19:00,공주,0.11512104421854019
4,01-23 20:00,공주,0.11930237710475922
4,01-23 21:00,공주,0.12290364503860474
4,01-23 22:00,공주,0.1263962984085083
4,01-23 23:00,공주,0.12914234399795532
4,01-24 00:00,공주,0.13141410052776337
4,01-24 01:00,공주,0.132954403758049
4,01-24 02:00,공주,0.13378563523292542
4,01-24 03:00,공주,0.13369251787662506
4,01-24 04:00,공주,0.13386426866054535
4,01-24 05:00,공주,0.13369975984096527
4,01-24 06:00,공주,0.13319674134254456
4,01-24 07:00,공주,0.13267406821250916
4,01-24 08:00,공주,0.1316055804491043
4,01-24 09:00,공주,0.130758136510849
4,01-24 10:00,공주,0.12903890013694763
4,01-24 11:00,공주,0.12685789167881012
4,01-24 12:00,공주,0.12441232800483704
4,01-24 13:00,공주,0.12250931560993195
4,01-24 14:00,공주,0.12081167101860046
4,01-24 15:00,공주,0.1203950047492981
4,01-24 16:00,공주,0.12013696134090424
4,01-24 17:00,공주,0.1213025376200676
4,01-24 18:00,공주,0.12250189483165741
4,01-24 19:00,공주,0.12415158748626709
4,01-24 20:00,공주,0.12577183544635773
4,01-24 21:00,공주,0.12735222280025482
4,01-24 22:00,공주,0.12869197130203247
4,01-24 23:00,공주,0.12922650575637817
4,01-25 00:00,공주,0.12937656044960022
4,01-25 01:00,공주,0.12869812548160553
4,01-25 02:00,공주,0.12736642360687256
4,01-25 03:00,공주,0.12575428187847137
4,01-25 04:00,공주,0.1246260404586792
4,01-25 05:00,공주,0.12324042618274689
4,01-25 06:00,공주,0.12158824503421783
4,01-25 07:00,공주,0.11974906921386719
4,01-25 08:00,공주,0.11782804131507874
4,01-25 09:00,공주,0.11603613197803497
4,01-25 10:00,공주,0.11300553381443024
4,01-25 11:00,공주,0.11043046414852142
4,01-25 12:00,공주,0.10714344680309296
4,01-25 13:00,공주,0.1050964891910553
4,01-25 14:00,공주,0.103641077876091
4,01-25 15:00,공주,0.10329088568687439
4,01-25 16:00,공주,0.10362931340932846
4,01-25 17:00,공주,0.10471642017364502
4,01-25 18:00,공주,0.10612708330154419
4,01-25 19:00,공주,0.10776618123054504
4,01-25 20:00,공주,0.11005769670009613
4,01-25 21:00,공주,0.11176206171512604
4,01-25 22:00,공주,0.11416912823915482
4,01-25 23:00,공주,0.11517676711082458
4,01-28 00:00,공주,0.10379081964492798
4,01-28 01:00,공주,0.10719014704227448
4,01-28 02:00,공주,0.11049430817365646
4,01-28 03:00,공주,0.11415641009807587
4,01-28 04:00,공주,0.11744444817304611
4,01-28 05:00,공주,0.12065441906452179
4,01-28 06:00,공주,0.12335681915283203
4,01-28 07:00,공주,0.1250113844871521
4,01-28 08:00,공주,0.12522807717323303
4,01-28 09:00,공주,0.12414520978927612
4,01-28 10:00,공주,0.12144194543361664
4,01-28 11:00,공주,0.1178765743970871
4,01-28 12:00,공주,0.11460478603839874
4,01-28 13:00,공주,0.11211057752370834
4,01-28 14:00,공주,0.11129740625619888
4,01-28 15:00,공주,0.11179447174072266
4,01-28 16:00,공주,0.11376777291297913
4,01-28 17:00,공주,0.11671628803014755
4,01-28 18:00,공주,0.12034453451633453
4,01-28 19:00,공주,0.12398670613765717
4,01-28 20:00,공주,0.1270820051431656
4,01-28 21:00,공주,0.12898127734661102
4,01-28 22:00,공주,0.1303035169839859
4,01-28 23:00,공주,0.1310407519340515
4,01-29 00:00,공주,0.13129311800003052
4,01-29 01:00,공주,0.1318255066871643
4,01-29 02:00,공주,0.13214483857154846
4,01-29 03:00,공주,0.1325993537902832
4,01-29 04:00,공주,0.13367359340190887
4,01-29 05:00,공주,0.1335456371307373
4,01-29 06:00,공주,0.13302868604660034
4,01-29 07:00,공주,0.1314433217048645
4,01-29 08:00,공주,0.12815842032432556
4,01-29 09:00,공주,0.12464526295661926
4,01-29 10:00,공주,0.12000876665115356
4,01-29 11:00,공주,0.11524706333875656
4,01-29 12:00,공주,0.11048902571201324
4,01-29 13:00,공주,0.10668353736400604
4,01-29 14:00,공주,0.10378234088420868
4,01-29 15:00,공주,0.10275281965732574
4,01-29 16:00,공주,0.10256791114807129
4,01-29 17:00,공주,0.10396506637334824
4,01-29 18:00,공주,0.10529042035341263
4,01-29 19:00,공주,0.10624650120735168
4,01-29 20:00,공주,0.10714121907949448
4,01-29 21:00,공주,0.10747529566287994
4,01-29 22:00,공주,0.10778015851974487
4,01-29 23:00,공주,0.10695822536945343
4,01-30 00:00,공주,0.10641017556190491
4,01-30 01:00,공주,0.10585589706897736
4,01-30 02:00,공주,0.10575651377439499
4,01-30 03:00,공주,0.10577744245529175
4,01-30 04:00,공주,0.10572847723960876
4,01-30 05:00,공주,0.10551117360591888
4,01-30 06:00,공주,0.10538104921579361
4,01-30 07:00,공주,0.10382343828678131
4,01-30 08:00,공주,0.10128769278526306
4,01-30 09:00,공주,0.09821411967277527
4,01-30 10:00,공주,0.09404482692480087
4,01-30 11:00,공주,0.09004688262939453
4,01-30 12:00,공주,0.08577348291873932
4,01-30 13:00,공주,0.08321034163236618
4,01-30 14:00,공주,0.08184994012117386
4,01-30 15:00,공주,0.08265156298875809
4,01-30 16:00,공주,0.08379847556352615
4,01-30 17:00,공주,0.08618323504924774
4,01-30 18:00,공주,0.08861048519611359
4,01-30 19:00,공주,0.09128862619400024
4,01-30 20:00,공주,0.09335457533597946
4,01-30 21:00,공주,0.09489812701940536
4,01-30 22:00,공주,0.09674931317567825
4,01-30 23:00,공주,0.09737706929445267
4,02-02 00:00,공주,0.37175390124320984
4,02-02 01:00,공주,0.36874499917030334
4,02-02 02:00,공주,0.3660831153392792
4,02-02 03:00,공주,0.3633858561515808
4,02-02 04:00,공주,0.36009830236434937
4,02-02 05:00,공주,0.35605764389038086
4,02-02 06:00,공주,0.35211822390556335
4,02-02 07:00,공주,0.3461422026157379
4,02-02 08:00,공주,0.33893537521362305
4,02-02 09:00,공주,0.3296195864677429
4,02-02 10:00,공주,0.31840193271636963
4,02-02 11:00,공주,0.30701810121536255
4,02-02 12:00,공주,0.295289009809494
4,02-02 13:00,공주,0.2848440408706665
4,02-02 14:00,공주,0.2763625383377075
4,02-02 15:00,공주,0.26970940828323364
4,02-02 16:00,공주,0.26502087712287903
4,02-02 17:00,공주,0.26275765895843506
4,02-02 18:00,공주,0.26132968068122864
4,02-02 19:00,공주,0.2601565420627594
4,02-02 20:00,공주,0.25894439220428467
4,02-02 21:00,공주,0.2569349408149719
4,02-02 22:00,공주,0.2533833086490631
4,02-02 23:00,공주,0.2484338879585266
4,02-03 00:00,공주,0.24204225838184357
4,02-03 01:00,공주,0.23591098189353943
4,02-03 02:00,공주,0.23048922419548035
4,02-03 03:00,공주,0.2246699184179306
4,02-03 04:00,공주,0.22034135460853577
4,02-03 05:00,공주,0.21464234590530396
4,02-03 06:00,공주,0.2083134949207306
4,02-03 07:00,공주,0.201162189245224
4,02-03 08:00,공주,0.19200652837753296
4,02-03 09:00,공주,0.18256627023220062
4,02-03 10:00,공주,0.17218580842018127
4,02-03 11:00,공주,0.16155099868774414
4,02-03 12:00,공주,0.1517547070980072
4,02-03 13:00,공주,0.14328399300575256
4,02-03 14:00,공주,0.13622373342514038
4,02-03 15:00,공주,0.13095909357070923
4,02-03 16:00,공주,0.127674862742424
4,02-03 17:00,공주,0.12618522346019745
4,02-03 18:00,공주,0.12597286701202393
4,02-03 19:00,공주,0.12475152313709259
4,02-03 20:00,공주,0.12397806346416473
4,02-03 21:00,공주,0.12195448577404022
4,02-03 22:00,공주,0.11921554803848267
4,02-03 23:00,공주,0.11575843393802643
4,02-04 00:00,공주,0.11293119192123413
4,02-04 01:00,공주,0.10973478853702545
4,02-04 02:00,공주,0.10776346176862717
4,02-04 03:00,공주,0.1064642071723938
4,02-04 04:00,공주,0.10596705973148346
4,02-04 05:00,공주,0.1051262617111206
4,02-04 06:00,공주,0.10397784411907196
4,02-04 07:00,공주,0.10137832164764404
4,02-04 08:00,공주,0.09704193472862244
4,02-04 09:00,공주,0.09207212179899216
4,02-04 10:00,공주,0.08630210161209106
4,02-04 11:00,공주,0.08118495345115662
4,02-04 12:00,공주,0.07538914680480957
4,02-04 13:00,공주,0.07101935148239136
4,02-04 14:00,공주,0.06816112250089645
4,02-04 15:00,공주,0.06781191378831863
4,02-04 16:00,공주,0.06834624707698822
4,02-04 17:00,공주,0.07138381153345108
4,02-04 18:00,공주,0.07447957247495651
4,02-04 19:00,공주,0.07895101606845856
4,02-04 20:00,공주,0.08200643956661224
4,02-04 21:00,공주,0.08450092375278473
4,02-04 22:00,공주,0.08614383637905121
4,02-04 23:00,공주,0.08665759861469269
4,02-07 00:00,공주,0.13408082723617554
4,02-07 01:00,공주,0.1368885636329651
4,02-07 02:00,공주,0.13878506422042847
4,02-07 03:00,공주,0.1403951793909073
4,02-07 04:00,공주,0.14141502976417542
4,02-07 05:00,공주,0.1419849395751953
4,02-07 06:00,공주,0.1420193612575531
4,02-07 07:00,공주,0.14169681072235107
4,02-07 08:00,공주,0.14068028330802917
4,02-07 09:00,공주,0.1393318772315979
4,02-07 10:00,공주,0.1371251791715622
4,02-07 11:00,공주,0.13445597887039185
4,02-07 12:00,공주,0.13224464654922485
4,02-07 13:00,공주,0.13028296828269958
4,02-07 14:00,공주,0.12936213612556458
4,02-07 15:00,공주,0.12924665212631226
4,02-07 16:00,공주,0.13005602359771729
4,02-07 17:00,공주,0.13183072209358215
4,02-07 18:00,공주,0.13433364033699036
4,02-07 19:00,공주,0.1370062232017517
4,02-07 20:00,공주,0.14000988006591797
4,02-07 21:00,공주,0.14256203174591064
4,02-07 22:00,공주,0.1444028615951538
4,02-07 23:00,공주,0.1458948850631714
4,02-08 00:00,공주,0.14664500951766968
4,02-08 01:00,공주,0.14761635661125183
4,02-08 02:00,공주,0.14777177572250366
4,02-08 03:00,공주,0.14744722843170166
4,02-08 04:00,공주,0.1470515877008438
4,02-08 05:00,공주,0.14579063653945923
4,02-08 06:00,공주,0.14413851499557495
4,02-08 07:00,공주,0.14192117750644684
4,02-08 08:00,공주,0.13887296617031097
4,02-08 09:00,공주,0.13591983914375305
4,02-08 10:00,공주,0.1324184536933899
4,02-08 11:00,공주,0.1291428804397583
4,02-08 12:00,공주,0.1262630820274353
4,02-08 13:00,공주,0.12378525733947754
4,02-08 14:00,공주,0.1216939315199852
4,02-08 15:00,공주,0.12090295553207397
4,02-08 16:00,공주,0.12056595087051392
4,02-08 17:00,공주,0.12166623771190643
4,02-08 18:00,공주,0.12328678369522095
4,02-08 19:00,공주,0.12461923807859421
4,02-08 20:00,공주,0.12624254822731018
4,02-08 21:00,공주,0.12742900848388672
4,02-08 22:00,공주,0.1285673975944519
4,02-08 23:00,공주,0.12900501489639282
4,02-09 00:00,공주,0.12973251938819885
4,02-09 01:00,공주,0.12956655025482178
4,02-09 02:00,공주,0.129612997174263
4,02-09 03:00,공주,0.1295718103647232
4,02-09 04:00,공주,0.12907376885414124
4,02-09 05:00,공주,0.1277834177017212
4,02-09 06:00,공주,0.12646746635437012
4,02-09 07:00,공주,0.12444914877414703
4,02-09 08:00,공주,0.12205030024051666
4,02-09 09:00,공주,0.11950227618217468
4,02-09 10:00,공주,0.11628294736146927
4,02-09 11:00,공주,0.11362002789974213
4,02-09 12:00,공주,0.11102370172739029
4,02-09 13:00,공주,0.10928063094615936
4,02-09 14:00,공주,0.1083735004067421
4,02-09 15:00,공주,0.10851678997278214
4,02-09 16:00,공주,0.10907073318958282
4,02-09 17:00,공주,0.11062932759523392
4,02-09 18:00,공주,0.11256653070449829
4,02-09 19:00,공주,0.1147189512848854
4,02-09 20:00,공주,0.11677702516317368
4,02-09 21:00,공주,0.11870899051427841
4,02-09 22:00,공주,0.12081380188465118
4,02-09 23:00,공주,0.12207478284835815
4,02-12 00:00,공주,0.05828004330396652
4,02-12 01:00,공주,0.05983888730406761
4,02-12 02:00,공주,0.06190076470375061
4,02-12 03:00,공주,0.06477896124124527
4,02-12 04:00,공주,0.06759782880544662
4,02-12 05:00,공주,0.07025815546512604
4,02-12 06:00,공주,0.07263550162315369
4,02-12 07:00,공주,0.07420068979263306
4,02-12 08:00,공주,0.07454814016819
4,02-12 09:00,공주,0.07386574149131775
4,02-12 10:00,공주,0.07208207994699478
4,02-12 11:00,공주,0.06966695189476013
4,02-12 12:00,공주,0.06793931871652603
4,02-12 13:00,공주,0.06696441769599915
4,02-12 14:00,공주,0.0673784464597702
4,02-12 15:00,공주,0.06926888227462769
4,02-12 16:00,공주,0.07211977243423462
4,02-12 17:00,공주,0.07588402181863785
4,02-12 18:00,공주,0.07984154671430588
4,02-12 19:00,공주,0.08384236693382263
4,02-12 20:00,공주,0.08737674355506897
4,02-12 21:00,공주,0.09006737917661667
4,02-12 22:00,공주,0.09164037555456161
4,02-12 23:00,공주,0.0928901955485344
4,02-13 00:00,공주,0.09402499347925186
4,02-13 01:00,공주,0.09575509279966354
4,02-13 02:00,공주,0.09778358042240143
4,02-13 03:00,공주,0.10026387870311737
4,02-13 04:00,공주,0.1028374508023262
4,02-13 05:00,공주,0.10502421855926514
4,02-13 06:00,공주,0.10681788623332977
4,02-13 07:00,공주,0.10747681558132172
4,02-13 08:00,공주,0.10656991600990295
4,02-13 09:00,공주,0.10510184615850449
4,02-13 10:00,공주,0.10250873863697052
4,02-13 11:00,공주,0.09991217404603958
4,02-13 12:00,공주,0.09778162837028503
4,02-13 13:00,공주,0.09680086374282837
4,02-13 14:00,공주,0.09681284427642822
4,02-13 15:00,공주,0.09836292266845703
4,02-13 16:00,공주,0.10046560317277908
4,02-13 17:00,공주,0.1036282330751419
4,02-13 18:00,공주,0.1064961850643158
4,02-13 19:00,공주,0.10917624831199646
4,02-13 20:00,공주,0.11161022633314133
4,02-13 21:00,공주,0.11383339762687683
4,02-13 22:00,공주,0.11507569253444672
4,02-13 23:00,공주,0.1159399151802063
4,02-14 00:00,공주,0.11689385771751404
4,02-14 01:00,공주,0.11759134382009506
4,02-14 02:00,공주,0.11879923939704895
4,02-14 03:00,공주,0.12069755792617798
4,02-14 04:00,공주,0.12206721305847168
4,02-14 05:00,공주,0.12313421070575714
4,02-14 06:00,공주,0.12373442947864532
4,02-14 07:00,공주,0.12339825183153152
4,02-14 08:00,공주,0.12198660522699356
4,02-14 09:00,공주,0.11977064609527588
4,02-14 10:00,공주,0.11661279201507568
